cw_num,product_area,person_id,st_created_date,work_order_accepted_date,worker_cost_center,complaince_activation_include_weekend,username,location_country,worker_access_type,ST_start_date,st_start_month,pw_reset_date,supplier_name,parent_supplier_name,is_saksham,location_region,location_type,hw_date_shipped,hw_estimated_delivery_date,hw_recd_dt,idv_date,idv_decision_date,idv_approval_date,idv_exception,gvc_invite_created_dt,remote_access_date_source,worker_type,cnt_class_dates,net_onboarding_date,delivery_update,transfer_flag,bulk_shipment,manager_pref_for_hw_shipping,manager_hierarchy_user_names,hiring_manager_username,has_equipment,worker_active_flag,onboard_date_v2,derived_onboarding_status,sla_end_to_end,sla_end_to_end_exclude_weekend1,sla_xws_exclude_weekend1,is_chromebook,location_site,location_code,manual_onboarding_status,WorkerType,EquipmentAssigned,ChromebookAssigned,source_system,Equipment_Type,reattempt,sub_act,time_to_onboard_include_weekend,wo_adv_std_include_weekend,gvc_act,eqp_gvc,comp_eqp_include_weekend,time_to_onboard_exclude_weekend,wo_adv_std_exclude_weekend,comp_eqp_exclude_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation,last_refresh_date,access_flag,access_flag_unrestricted,access_flag_supplier,access_flag_pa,access_flag_supplier_pa,access_flag_manager
G-CW-00971431,Technical Infrastructure,1558683,2025-04-22,2025-04-22,650,1,cusifoh,United States,Equipment and Access,2025-04-24,2025-04-01,2025-04-24,GXO LOGISTICS WORLDWIDE LLC,GXO LOGISTICS WORLDWIDE LLC,NA,NORTH AMERICA,VOVO,null,null,2025-04-23,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-24,Ganpati Group,Vendor,1,2025-04-24,2025-04-23,null,NO,null,aspiration|dgaska|mdemuth|stewartbt|moniquepicou|btreynor|tkurian|sundar,aspiration,null,Yes,2025-04-24,6. Onboarded,2,2,1,,US-REMOTE,US-REMOTE-GA,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,2,2,2,1,1,1,2,2,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970891,Cloud,1558306,2025-04-22,2025-04-22,1R1,1,yaggadiv,India,Equipment and Access,2025-04-24,2025-04-01,2025-04-24,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,VOVO,null,null,2025-04-23,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-24,Ganpati Group,Vendor,1,2025-04-24,2025-04-23,null,NO,null,kunalmanek|dashmore|kmrichardson|ivaturi|anasosman|francisdesouza|tkurian|sundar,kunalmanek,null,Yes,2025-04-24,6. Onboarded,2,2,1,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,2,2,2,1,1,1,2,2,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00966390,Marketing,562618,2025-04-11,2025-04-11,0OE,5,wardw,United States,Equipment and Access,2025-04-16,2025-04-01,2025-04-21,WHERE THE BUFFALO ROAM,WHERE THE BUFFALO ROAM,NA,NORTH AMERICA,VOVO,null,null,2025-04-16,2025-05-03,2025-04-19,2025-04-18,FALSE,2025-04-20,Ganpati Group,Vendor,1,2025-04-21,2025-04-16,null,NO,null,nicolecullop|kmorrison|unawalsh|alofton|nickdrake|lorraine|sundar,nicolecullop,NO,Yes,2025-04-21,6. Onboarded,10,6,3,,US-REMOTE,US-REMOTE-CA,null,Vendor,Yes,FALSE,all_aboard,Non-Saksham,1,10,10,5,1,4,5,6,3,3,3,2,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00966635,T&S,1554545,2025-04-14,2025-04-14,6S8,6,zmarjan,Portugal,Equipment and Access,2025-04-16,2025-04-01,2025-04-22,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,EMEA,VOVO,null,null,2025-04-16,2025-05-05,2025-04-21,2025-04-21,FALSE,2025-04-21,null,Vendor,1,2025-04-22,2025-04-16,null,NO,null,vidhyaa|eroussellier|annathomp|kcourington|kwalker|sundar,vidhyaa,NO,Yes,2025-04-22,6. Onboarded,8,6,4,,PT-REMOTE,PT-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,8,8,2,1,5,2,6,2,2,4,3,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00964621,Technical Infrastructure,1551957,2025-04-08,2025-04-08,650,11,irwinc,United States,Equipment and Access,2025-04-11,2025-04-01,2025-04-22,GXO LOGISTICS WORLDWIDE LLC,GXO LOGISTICS WORLDWIDE LLC,NA,NORTH AMERICA,VOVO,null,null,2025-04-10,2025-04-30,2025-04-16,2025-04-10,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-10,null,NO,null,jacqg|samespada|mdemuth|stewartbt|moniquepicou|btreynor|tkurian|sundar,jacqg,NO,Yes,2025-04-22,6. Onboarded,14,10,7,,US-REMOTE,US-REMOTE-NE,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,14,14,3,1,12,2,10,3,2,7,0,7,1745910103306887,UA,Yes,No,No,No,No
G-CW-00965933,Cloud,1553512,2025-04-10,2025-04-10,09V,9,pattelaj,India,Access Only,2025-04-14,2025-04-01,2025-04-23,HCL TECHNOLOGIES LTD,HCL TECHNOLOGIES LTD.,NA,APAC,VOVO,null,null,2025-04-22,2025-04-30,2025-04-16,2025-04-16,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-22,null,NO,null,bhagatram|mingtan|mythil|dlenoski|aamer|vahdat|tkurian|sundar,bhagatram,YES,Yes,2025-04-23,6. Onboarded,13,9,7,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,13,13,4,1,1,12,9,2,8,7,2,5,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969470,Cloud,1556953,2025-04-18,2025-04-18,1R1,1,karrekiran,India,Equipment and Access,2025-04-21,2025-04-01,2025-04-21,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,VOVO,null,null,2025-04-21,2025-05-05,2025-04-21,2025-04-21,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-21,null,NO,null,kunalmanek|dashmore|kmrichardson|ivaturi|anasosman|francisdesouza|tkurian|sundar,kunalmanek,null,Yes,2025-04-21,6. Onboarded,3,1,1,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,3,3,3,1,0,3,1,1,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967988,Technical Infrastructure,1551004,2025-04-15,2025-04-15,613,3,thakarek,India,Equipment and Access,2025-04-18,2025-04-01,2025-04-21,WNS (HOLDINGS) LIMITED,WNS (HOLDINGS) LIMITED,NA,APAC,GOVO,null,null,2025-04-18,2025-05-05,2025-04-21,2025-04-20,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-21,2025-04-18,null,NO,null,devanjan|mgayathric|petelehmann|mgrabski|moniquepicou|btreynor|tkurian|sundar,devanjan,null,Yes,2025-04-21,6. Onboarded,6,4,1,,IN-BLR,IN-BLR-BCPL,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,6,6,3,-1,4,3,4,3,3,1,1,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00966158,Technical Infrastructure,1553743,2025-04-11,2025-04-11,650,7,matissp,Netherlands,Access Only,2025-04-15,2025-04-01,2025-04-22,SYNCREON GLOBAL HOLDINGS LIMITED,SYNCREON GLOBAL HOLDINGS LIMITED,NA,EMEA,Special Use,null,null,2025-04-15,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-15,null,NO,null,meetjain|tecles|asafshachar|stewartbt|moniquepicou|btreynor|tkurian|sundar,meetjain,YES,Yes,2025-04-22,6. Onboarded,11,7,5,,NL-AMS,NL-AMS-F400,null,Vendor,No,FALSE,all_aboard,Saksham,1,11,11,4,1,7,4,7,2,2,5,5,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00966672,T&S,1554255,2025-04-14,2025-04-14,6S8,7,lbieneck,Portugal,Equipment and Access,2025-04-15,2025-04-01,2025-04-22,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,EMEA,VOVO,null,null,2025-04-15,2025-05-05,2025-04-21,2025-04-21,FALSE,2025-04-21,null,Vendor,1,2025-04-22,2025-04-15,null,NO,null,vidhyaa|eroussellier|annathomp|kcourington|kwalker|sundar,vidhyaa,NO,Yes,2025-04-22,6. Onboarded,8,6,5,,PT-REMOTE,PT-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,8,8,1,1,6,1,6,1,1,5,4,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970182,Global Affairs (w/o T&S),1060140,2025-04-21,2025-04-21,507,1,ganashrees,India,Equipment and Access,2025-04-22,2025-04-01,2025-04-23,ACCENTURE PLC,ACCENTURE PLC,NA,APAC,GOVO,null,2025-04-24,null,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-24,Ganpati Group,Vendor,1,2025-04-23,null,null,NO,null,thomasyan|debest|pmmorales|ronnettegrant|dromain|kwalker|sundar,thomasyan,null,Yes,2025-04-23,6. Onboarded,2,2,1,,IN-BLR,IN-BLR-PUCA,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,2,2,1,-1,null,null,2,1,null,1,1,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967689,gTech,1555591,2025-04-15,2025-04-15,16T,6,sabiras,India,Access Only,2025-04-16,2025-04-01,2025-04-22,TELEPERFORMANCE SE,TELEPERFORMANCE SE,NA,APAC,VOVO,null,null,2025-04-16,2025-05-01,2025-04-17,2025-04-17,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-16,null,NO,null,anupamas|abhishekmenon|patchoa|saikatmitra|arijit|sauquet|philipps|sundar,anupamas,YES,Yes,2025-04-22,6. Onboarded,7,5,4,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,7,7,1,1,6,1,5,1,1,4,1,3,1745910103306887,UA,Yes,No,No,No,No
G-CW-00965977,YouTube,1553541,2025-04-11,2025-04-11,YT9,7,konathamv,India,Equipment and Access,2025-04-14,2025-04-01,2025-04-21,ACCENTURE PLC,ACCENTURE PLC,NA,APAC,GOVO,null,null,2025-04-15,2025-04-29,2025-04-15,2025-04-15,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-15,null,NO,null,charlotteloh|annapurna|jaydeepmistry|veapen|vicheta|cwire|mecoe|nmohan|sundar,charlotteloh,NO,Yes,2025-04-21,6. Onboarded,10,6,5,,IN-HYD,IN-HYD-SAR3,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,10,10,3,1,6,4,6,1,2,5,1,4,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971458,REWS,1558715,2025-04-22,2025-04-22,Q13,1,badge-1558715,Japan,Badge Only,2025-04-25,2025-04-01,null,COMPASS GROUP PLC,COMPASS GROUP PLC,Badge Only,APAC,GOGO,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-25,null,null,NO,null,sschwietzer|malcolmo|pcullen|giulia|scottfoster|ruthporat|sundar,sschwietzer,null,Yes,2025-04-25,6. Onboarded,3,3,1,,JP-TOK,JP-TOK-STRM,null,Vendor,No,FALSE,all_aboard,Saksham,1,3,3,3,null,null,null,3,3,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970761,Waymo,1558179,2025-04-22,2025-04-22,SQA,4,aresowmya,India,Equipment and Access,2025-04-23,2025-04-01,2025-04-27,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,VOVO,null,null,2025-04-22,2025-05-10,2025-04-26,2025-04-26,FALSE,2025-04-26,Ganpati Group,Vendor,1,2025-04-27,2025-04-22,null,NO,null,vsmanasa|nikhilrv|adamneustein|eguttridge|saswat|tekedra|sundar,vsmanasa,null,Yes,2025-04-27,6. Onboarded,5,4,3,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,5,5,1,1,4,1,4,1,1,3,3,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00964259,Marketing,1545710,2025-04-08,2025-04-08,0MD,15,shemmings,United Kingdom,Equipment and Access,2025-04-10,2025-04-01,2025-04-25,JELLYFISH GROUP LTD,JELLYFISH GROUP LTD,NA,EMEA,VOVO,null,null,2025-04-10,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-25,Ganpati Group,Vendor,1,2025-04-25,2025-04-10,null,NO,null,andersondiaz|smarmstrong|lorraine|sundar,andersondiaz,NO,Yes,2025-04-25,6. Onboarded,17,13,11,,UK-REMOTE,UK-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,17,17,2,1,15,2,13,2,2,11,9,2,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971451,Access,1559310,2025-04-22,2025-04-22,7BI,4,colesthompson,United States,Equipment and Access,2025-04-24,2025-04-01,2025-04-28,ONUG SOLUTIONS LLC,ONUG SOLUTIONS LLC,NA,NORTH AMERICA,VOVO,null,null,2025-04-24,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Ganpati Group,Vendor,1,2025-04-28,2025-04-24,null,NO,null,pricejosh|bmayhew|wspeicher|spellermartone|dhegar|rlaurenzano|dinni|sundar,pricejosh,null,Yes,2025-04-28,6. Onboarded,6,4,2,,US-REMOTE,US-REMOTE-NC,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,6,6,2,1,4,2,4,2,2,2,1,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970073,Technical Infrastructure,1557486,2025-04-21,2025-04-21,610,1,badge-1557486,null,Badge Only,2025-04-24,2025-04-01,null,C D MOODY CONSTRUCTION COMPANY INC,C D MOODY CONSTRUCTION COMPANY INC,Badge Only,NORTH AMERICA,null,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-24,null,null,NO,null,elmerromero|mullika|stevenford|allenware|alexmj|btreynor|tkurian|sundar,elmerromero,null,null,2025-04-24,6. Onboarded,3,3,1,,US-IAD,US-IAD-ARA1A,null,Vendor,No,FALSE,all_aboard,Saksham,null,3,3,3,null,null,null,3,3,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969945,gTech,1327128,2025-04-21,2025-04-21,16T,4,yaminivaddi,India,Equipment and Access,2025-04-24,2025-04-01,2025-04-28,HCL TECHNOLOGIES LTD,HCL TECHNOLOGIES LTD.,NA,APAC,VOVO,null,null,2025-04-28,2025-05-12,2025-04-28,2025-04-24,FALSE,2025-04-28,Ganpati Group,Vendor,1,2025-04-28,2025-04-28,null,NO,null,shve|abhishekmenon|patchoa|saikatmitra|arijit|sauquet|philipps|sundar,shve,null,Yes,2025-04-28,6. Onboarded,7,5,2,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,7,7,3,1,0,7,5,3,5,2,0,2,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968532,gTech,1274865,2025-04-16,2025-04-16,16T,4,nambooris,India,Equipment and Access,2025-04-18,2025-04-01,2025-04-22,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,GOVO,null,null,2025-04-21,2025-05-06,2025-04-22,2025-04-22,FALSE,null,Ganpati Group,Vendor,1,2025-04-22,2025-04-21,null,NO,null,apoorvay|asingane|patchoa|saikatmitra|arijit|sauquet|philipps|sundar,apoorvay,null,Yes,2025-04-22,6. Onboarded,6,4,2,,IN-GUR,IN-GUR-TRILB,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,6,6,2,null,null,5,4,2,3,2,2,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967194,Devices & Services,1554692,2025-04-14,2025-04-14,669,4,srperumalla,India,Access Only,2025-04-17,2025-04-01,2025-04-21,MIRAFRA SOFTWARE TECHNOLOGIES PVT. LTD.,MIRAFRA SOFTWARE TECHNOLOGIES PVT. LTD.,NA,APAC,GOVO,null,null,2025-04-15,2025-05-05,2025-04-21,2025-04-21,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-15,null,NO,null,ronakp|ckosaraju|rajatbhargava|stevemolloy|shakilb|ricko|sundar,ronakp,null,Yes,2025-04-21,6. Onboarded,7,5,2,,IN-BLR,IN-BLR-BCPL,null,Vendor,No,FALSE,all_aboard,Saksham,1,7,7,3,1,6,1,5,3,1,2,2,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968554,gTech,1555947,2025-04-16,2025-04-16,0G3,3,sbalzano,United States,Equipment and Access,2025-04-18,2025-04-01,2025-04-21,VACO,"VACO, LLC",NA,NORTH AMERICA,VOVO,null,null,2025-04-18,2025-05-02,2025-04-18,2025-04-18,FALSE,2025-04-19,Ganpati Group,Vendor,1,2025-04-21,2025-04-18,null,NO,null,ivankoomson|benjaminlin|sarala|doina|arijit|sauquet|philipps|sundar,ivankoomson,null,Yes,2025-04-21,6. Onboarded,5,3,1,,US-REMOTE,US-REMOTE-CA,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,5,5,2,2,1,2,3,2,2,1,0,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969787,gCS,1355077,2025-04-21,2025-04-21,0SM,2,jkhokhar,India,Access Only,2025-04-23,2025-04-01,2025-04-25,WNS (HOLDINGS) LIMITED,WNS (HOLDINGS) LIMITED,NA,APAC,VOVO,null,null,2025-04-23,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-25,Ganpati Group,Vendor,1,2025-04-25,2025-04-23,null,NO,null,nakulmakharia|grusche|melissanguyen|jnicoletti|selin|philipps|sundar,nakulmakharia,null,Yes,2025-04-25,6. Onboarded,4,4,2,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,4,4,2,1,2,2,4,2,2,2,2,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967411,Technical Infrastructure,1554946,2025-04-15,2025-04-15,612,3,jarrodstreet,Finland,Equipment and Access,2025-04-21,2025-04-01,2025-04-24,ADECCO GROUP AG,ADECCO FINLAND OY,N,EMEA,Special Use,null,null,2025-04-22,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-24,Ganpati Group,Temp,1,2025-04-24,2025-04-22,null,NO,null,mikkog|alapoikela|hermanna|davemullally|felicaconey|moniquepicou|btreynor|tkurian|sundar,mikkog,null,Yes,2025-04-24,6. Onboarded,9,7,3,,FI-LPP,FI-LPP-FSA1,null,Regular Temporary Staff Member,Yes,TRUE,all_aboard,Non-Saksham,1,9,9,6,1,2,7,7,4,5,3,3,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968161,YouTube,1327708,2025-04-15,2025-04-15,YT9,3,kumpratik,India,Access Only,2025-04-18,2025-04-01,2025-04-21,CONCENTRIX,CONCENTRIX CORPORATION,NA,APAC,GOVO,null,2025-04-20,2025-04-18,2025-05-05,2025-04-21,2025-04-21,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-18,null,NO,null,yogeshbhalekar|arpitk|manvig|veapen|vicheta|cwire|mecoe|nmohan|sundar,yogeshbhalekar,null,Yes,2025-04-21,6. Onboarded,6,4,1,,IN-GUR,IN-GUR-SIGC,null,Vendor,No,FALSE,all_aboard,Saksham,1,6,6,3,1,3,3,4,3,3,1,1,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971165,REWS,1558739,2025-04-22,2025-04-22,6L5,1,badge-1558739,India,Badge Only,2025-04-23,2025-04-01,null,JONES LANG LASALLE INC,JONES LANG LASALLE INCORPORATED,Badge Only,APAC,GOVO,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-23,null,null,NO,null,rajasekhar|prateekseth|lavanyamk|giulia|scottfoster|ruthporat|sundar,rajasekhar,null,Yes,2025-04-23,6. Onboarded,1,1,1,,IN-BLR,IN-BLR-PUCA,null,Vendor,No,FALSE,all_aboard,Saksham,1,1,1,1,null,null,null,1,1,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969660,Access,1557408,2025-04-18,2025-04-18,64A,1,pliniod,United States,Equipment and Access,2025-04-22,2025-04-01,2025-04-22,NETCRACKER TECHNOLOGY CORPORATION,NETCRACKER TECHNOLOGY CORPORATION,NA,NORTH AMERICA,VOVO,null,null,2025-04-21,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-21,null,NO,null,apuhach|jalonsolopez|keib|dinni|sundar,apuhach,null,Yes,2025-04-22,6. Onboarded,4,2,1,,US-REMOTE,US-REMOTE-MA,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,4,4,4,1,1,3,2,2,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971535,T&S,1558904,2025-04-23,2025-04-23,7EX,1,regurichandra,India,Access Only,2025-04-24,2025-04-01,2025-04-25,WIPRO LIMITED,WIPRO LIMITED,NA,APAC,GOVO,null,null,2025-04-25,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-25,null,Vendor,1,2025-04-25,2025-04-25,null,NO,null,anmolgarg|manishkagarwal|vchandra|jayakumars|kcourington|kwalker|sundar,anmolgarg,null,Yes,2025-04-25,6. Onboarded,2,2,1,,IN-HYD,IN-HYD-SAR3,null,Vendor,No,FALSE,all_aboard,Saksham,1,2,2,1,1,0,2,2,1,2,1,0,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969987,REWS,1557420,2025-04-21,2025-04-21,6L7,1,badge-1557420,India,Badge Only,2025-04-23,2025-04-01,null,JONES LANG LASALLE INC,JONES LANG LASALLE INCORPORATED,Badge Only,APAC,GOVO,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-23,null,null,NO,null,ymantri|prateekseth|lavanyamk|giulia|scottfoster|ruthporat|sundar,ymantri,null,Yes,2025-04-23,6. Onboarded,2,2,1,,IN-HYD,IN-HYD-SAR3,null,Vendor,No,FALSE,all_aboard,Saksham,1,2,2,2,null,null,null,2,2,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969728,Waymo,1557650,2025-04-20,2025-04-20,7GC,1,yaswitha,India,Access Only,2025-04-24,2025-04-01,2025-04-24,WIPRO LIMITED,WIPRO LIMITED,NA,APAC,VOVO,null,null,2025-04-23,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-25,Ganpati Group,Vendor,1,2025-04-24,2025-04-23,null,NO,null,shakthis|stozer|pawlowski|chatham|ddolgov|sundar,shakthis,null,Yes,2025-04-24,6. Onboarded,4,3,1,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,4,4,4,-1,2,3,3,3,2,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969315,Technical Infrastructure,1549244,2025-04-17,2025-04-17,610,1,kbartram,United States,Equipment and Access,2025-04-21,2025-04-01,2025-04-22,TW CONSTRUCTORS LLC,TW CONSTRUCTORS LLC,NA,NORTH AMERICA,Special Use,null,null,2025-04-22,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-22,null,NO,null,awigant|bbrumit|anureddy|allenware|alexmj|btreynor|tkurian|sundar,awigant,null,Yes,2025-04-22,6. Onboarded,5,3,1,,US-CMH,US-CMH-NBY1,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,5,5,4,1,0,5,3,2,3,1,1,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969625,Platforms + Ecosystems,1557135,2025-04-18,2025-04-18,TJC,1,nict,United States,Equipment and Access,2025-04-22,2025-04-01,2025-04-22,"TRIPLE CROWN CONSULTING, LLC","TRIPLE CROWN CONSULTING, LLC",NA,NORTH AMERICA,GOGO,null,null,2025-04-21,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-22,2025-04-21,null,NO,null,cmpeters|shurtt|rickschneider|craigpeters|shahrami|ssamat|ricko|sundar,cmpeters,null,Yes,2025-04-22,6. Onboarded,4,2,1,,US-FRE,US-FRE-RELI1250,null,Vendor,Yes,FALSE,all_aboard,Non-Saksham,1,4,4,4,-1,2,3,2,2,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969564,REWS,1557024,2025-04-18,2025-04-18,66V,1,hpolanco,United States,Equipment and Access,2025-04-22,2025-04-01,2025-04-23,MC DEAN INC,"M.C. DEAN, INC.",NA,NORTH AMERICA,GOGO,null,null,2025-04-22,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-22,null,NO,null,coincon|chrisaman|emitt|stevevieira|mfein|chrisrackow|scottfoster|ruthporat|sundar,coincon,null,Yes,2025-04-23,6. Onboarded,5,3,1,,US-SVL,US-SVL-CRSM1240,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,5,5,4,1,1,4,3,2,2,1,0,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00961181,Technical Infrastructure,1471725,2025-04-01,2025-04-01,650,18,hawariat,United States,Equipment and Access,2025-04-04,2025-04-01,2025-04-22,GXO LOGISTICS WORLDWIDE LLC,GXO LOGISTICS WORLDWIDE LLC,NA,NORTH AMERICA,VOVO,null,null,2025-04-07,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-07,null,NO,null,jacqg|samespada|mdemuth|stewartbt|moniquepicou|btreynor|tkurian|sundar,jacqg,NO,Yes,2025-04-22,6. Onboarded,21,15,12,,US-REMOTE,US-REMOTE-NE,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,21,21,3,1,15,6,15,3,4,12,12,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971995,REWS,1559522,2025-04-23,2025-04-23,Q13,1,badge-1559522,India,Badge Only,2025-04-25,2025-04-01,null,COMPASS GROUP PLC,COMPASS GROUP PLC,Badge Only,APAC,GOVO,null,null,null,2025-05-12,2025-04-28,null,FALSE,null,null,Vendor,1,2025-04-25,null,null,NO,null,mcuthbertson|malcolmo|pcullen|giulia|scottfoster|ruthporat|sundar,mcuthbertson,null,Yes,2025-04-25,6. Onboarded,2,2,1,,IN-GUR,IN-GUR-SIGC,null,Vendor,No,FALSE,all_aboard,Saksham,1,2,2,2,null,null,null,2,2,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969577,Access,1557077,2025-04-18,2025-04-18,72O,1,tamiacrawford,United States,Equipment and Access,2025-04-21,2025-04-01,2025-04-22,IBEX HOLDINGS LIMITED,IBEX HOLDINGS LIMITED,NA,NORTH AMERICA,VOVO,null,null,2025-04-18,2025-05-05,2025-04-21,2025-04-21,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-22,2025-04-18,null,NO,null,dariusbahrami|mishmael|dbaer|melanigriffith|dinni|sundar,dariusbahrami,null,Yes,2025-04-22,6. Onboarded,4,2,1,,US-REMOTE,US-REMOTE-WV,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,4,4,3,1,3,1,2,1,1,1,0,1,1745910103306887,UA,Yes,No,No,No,No
