cw_num,product_area,person_id,st_created_date,work_order_accepted_date,worker_cost_center,complaince_activation_include_weekend,username,location_country,worker_access_type,ST_start_date,st_start_month,pw_reset_date,supplier_name,parent_supplier_name,is_saksham,location_region,location_type,hw_date_shipped,hw_estimated_delivery_date,hw_recd_dt,idv_date,idv_decision_date,idv_approval_date,idv_exception,gvc_invite_created_dt,remote_access_date_source,worker_type,cnt_class_dates,net_onboarding_date,delivery_update,transfer_flag,bulk_shipment,manager_pref_for_hw_shipping,manager_hierarchy_user_names,hiring_manager_username,has_equipment,worker_active_flag,onboard_date_v2,derived_onboarding_status,sla_end_to_end,sla_end_to_end_exclude_weekend1,sla_xws_exclude_weekend1,is_chromebook,location_site,location_code,manual_onboarding_status,WorkerType,EquipmentAssigned,ChromebookAssigned,source_system,Equipment_Type,reattempt,sub_act,time_to_onboard_include_weekend,wo_adv_std_include_weekend,gvc_act,eqp_gvc,comp_eqp_include_weekend,time_to_onboard_exclude_weekend,wo_adv_std_exclude_weekend,comp_eqp_exclude_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation,last_refresh_date,access_flag,access_flag_unrestricted,access_flag_supplier,access_flag_pa,access_flag_supplier_pa,access_flag_manager
G-CW-00965288,Technical Infrastructure,1552690,2025-04-09,2025-04-09,610,1,badge-1552690,Chile,Badge Only,2025-04-21,2025-04-01,null,CRUZ Y DAVILA INGENIEROS CONSULTORES LTDA,CRUZ Y DAVILA INGENIEROS CONSULTORES LTDA,Badge Only,LATAM,Special Use,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-21,null,null,NO,null,syanes|mvf|stevenford|allenware|jkava|btreynor|tkurian|sundar,syanes,null,Yes,2025-04-21,6. Onboarded,12,8,1,,CL-SCL,CL-SCL-DAT1,null,Vendor,No,FALSE,all_aboard,Saksham,1,12,12,12,null,null,null,8,8,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00966141,Devices & Services,1554096,2025-04-11,2025-04-11,7D4,8,saranyaps,India,Equipment and Access,2025-04-15,2025-04-01,2025-04-23,WIPRO LIMITED,WIPRO LIMITED,NA,APAC,GOVO,null,null,2025-04-20,2025-05-07,2025-04-23,2025-04-22,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-20,null,NO,null,vancechen|spalik|wdai|franceswang|byeo|seangc|ssamat|ricko|sundar,vancechen,NO,Yes,2025-04-23,6. Onboarded,12,8,6,,IN-BLR,IN-BLR-BCPL,null,Vendor,Yes,FALSE,all_aboard,Non-Saksham,1,12,12,4,1,3,9,8,2,6,6,5,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969808,REWS,1557327,2025-04-21,2025-04-21,6L4,1,badge-1557327,India,Badge Only,2025-04-22,2025-04-01,null,JONES LANG LASALLE INC,JONES LANG LASALLE INCORPORATED,Badge Only,APAC,GOVO,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-22,null,null,NO,null,azamkhan|prateekseth|lavanyamk|giulia|scottfoster|ruthporat|sundar,azamkhan,null,Yes,2025-04-22,6. Onboarded,1,1,1,,IN-GUR,IN-GUR-TRILB,null,Vendor,No,FALSE,all_aboard,Saksham,1,1,1,1,null,null,null,1,1,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970432,Technical Infrastructure,1558108,2025-04-21,2025-04-21,610,1,badge-1558108,null,Badge Only,2025-04-24,2025-04-01,null,SATURN PARTNERS LLC,SATURN PARTNERS LLC,Badge Only,NORTH AMERICA,null,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-24,null,null,NO,null,pmccann|stevenford|allenware|alexmj|btreynor|tkurian|sundar,pmccann,null,null,2025-04-24,3. Pending Compliance,3,3,1,,US-CMH,US-CMH-CLB3A,null,Vendor,No,FALSE,all_aboard,Saksham,null,3,3,3,null,null,null,3,3,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970415,Technical Infrastructure,1558283,2025-04-21,2025-04-21,65H,1,marquet,United States,Access Only,2025-04-23,2025-04-01,2025-04-23,ALLIED UNIVERSAL,ALLIED UNIVERSAL,NA,NORTH AMERICA,Special Use,null,null,2025-04-23,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-23,null,NO,null,cpappe|enoyes|hviccione|obrienkevin|alexmj|btreynor|tkurian|sundar,cpappe,null,Yes,2025-04-23,6. Onboarded,2,2,1,,US-PHX,US-PHX-MSASEC1,null,Vendor,No,FALSE,all_aboard,Saksham,1,2,2,2,1,0,2,2,2,2,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967152,REWS,1554614,2025-04-14,2025-04-14,Q11,6,shael,United States,Access Only,2025-04-16,2025-04-01,2025-04-22,COMPASS GROUP PLC,COMPASS GROUP PLC,NA,NORTH AMERICA,Special Use,null,null,2025-04-21,2025-05-05,2025-04-21,2025-04-21,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-22,2025-04-21,null,NO,null,pcstirgwolt|lindafn|jcoreylewis|scottfoster|ruthporat|sundar,pcstirgwolt,YES,Yes,2025-04-22,6. Onboarded,8,6,4,,US-IAD,US-IAD-SBPHUB1,null,Vendor,No,FALSE,all_aboard,Saksham,1,8,8,2,1,0,7,6,2,5,4,3,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00966028,YouTube,1553776,2025-04-11,2025-04-11,YT9,6,appaniv,India,Equipment and Access,2025-04-15,2025-04-01,2025-04-21,ACCENTURE PLC,ACCENTURE PLC,NA,APAC,GOVO,null,null,2025-04-15,2025-04-29,2025-04-15,2025-04-15,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-15,null,NO,null,cgallen|jaydeepmistry|veapen|vicheta|cwire|mecoe|nmohan|sundar,cgallen,NO,Yes,2025-04-21,6. Onboarded,10,6,4,,IN-HYD,IN-HYD-FLX1,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,10,10,4,1,6,4,6,2,2,4,0,4,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969294,Access,1556967,2025-04-17,2025-04-17,72O,1,aaliyahperry,United States,Equipment and Access,2025-04-21,2025-04-01,2025-04-22,IBEX HOLDINGS LIMITED,IBEX HOLDINGS LIMITED,NA,NORTH AMERICA,VOVO,null,null,2025-04-18,2025-05-05,2025-04-21,2025-04-21,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-22,2025-04-18,null,NO,null,dariusbahrami|mishmael|dbaer|melanigriffith|dinni|sundar,dariusbahrami,null,Yes,2025-04-22,6. Onboarded,5,3,1,,US-REMOTE,US-REMOTE-WV,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,5,5,4,1,3,1,3,2,1,1,0,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969251,Waymo,1556681,2025-04-17,2025-04-17,7QI,3,hrojo,United States,Equipment and Access,2025-04-18,2025-04-01,2025-04-21,AUTONATION,AUTONATION,NA,NORTH AMERICA,Special Use,null,null,2025-04-18,2025-05-02,2025-04-18,2025-04-18,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-18,null,NO,null,gmcclellanjr|brewerd|wonha|pcadariu|crmcnamara|tekedra|sundar,gmcclellanjr,null,Yes,2025-04-21,6. Onboarded,4,2,1,,US-MSC,US-MSC-WBR2166,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,4,4,1,1,3,1,2,1,1,1,0,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969533,Waymo,1557124,2025-04-18,2025-04-18,SQA,1,kosaikiran,India,Equipment and Access,2025-04-21,2025-04-01,2025-04-21,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,VOVO,null,null,2025-04-19,2025-05-05,2025-04-21,2025-04-20,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-19,null,NO,null,vsmanasa|nikhilrv|adamneustein|eguttridge|saswat|tekedra|sundar,vsmanasa,null,Yes,2025-04-21,6. Onboarded,3,1,1,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,3,3,3,1,2,1,1,1,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968268,Platforms + Ecosystems,1556028,2025-04-16,2025-04-16,860,5,fungquee,United States,Equipment and Access,2025-04-18,2025-04-01,2025-04-23,MAGIC LEAP INC.,MAGIC LEAP INC.,NA,NORTH AMERICA,VOVO,null,null,2025-04-23,2025-05-02,2025-04-18,2025-04-18,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-23,null,NO,null,bvaddepaty|shurtt|rickschneider|craigpeters|shahrami|ssamat|ricko|sundar,bvaddepaty,null,Yes,2025-04-23,6. Onboarded,7,5,3,,US-REMOTE,US-REMOTE-FL,null,Vendor,Yes,FALSE,all_aboard,Non-Saksham,1,7,7,2,1,0,7,5,2,5,3,0,3,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969473,Cloud,1556944,2025-04-18,2025-04-18,1R1,1,bhatiaelisa,India,Equipment and Access,2025-04-21,2025-04-01,2025-04-21,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,VOVO,null,null,2025-04-18,2025-05-05,2025-04-21,2025-04-20,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-18,null,NO,null,kunalmanek|dashmore|kmrichardson|ivaturi|anasosman|francisdesouza|tkurian|sundar,kunalmanek,null,Yes,2025-04-21,6. Onboarded,3,1,1,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,3,3,3,1,3,1,1,1,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00966982,Google.org,910871,2025-04-14,2025-04-14,ESI,5,osao,United States,Equipment and Access,2025-04-16,2025-04-01,2025-04-21,"TECHNOLOGY RESOURCE SOLUTIONS, INC. D/B/A SYNERGIS (VENDOR)","TECHNOLOGY RESOURCE SOLUTIONS, INC. D/B/A SYNERGIS (VENDOR)",NA,NORTH AMERICA,VOVO,2022-01-20,2022-01-21,2025-04-17,2025-04-30,2025-04-16,2025-04-16,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-17,null,NO,null,melanies|afeldman|maggiej|ruthporat|sundar,melanies,NO,Yes,2025-04-21,6. Onboarded,7,5,3,,US-REMOTE,US-REMOTE-CA,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,7,7,2,1,4,3,5,2,3,3,0,3,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968095,Technical Infrastructure,1525986,2025-04-15,2025-04-15,650,6,clarkshephard,United States,Equipment and Access,2025-04-17,2025-04-01,2025-04-23,GXO LOGISTICS WORLDWIDE LLC,GXO LOGISTICS WORLDWIDE LLC,NA,NORTH AMERICA,VOVO,null,null,2025-04-16,2025-05-06,2025-04-22,null,TRUE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-16,null,NO,null,aspiration|dgaska|mdemuth|stewartbt|moniquepicou|btreynor|tkurian|sundar,aspiration,NO,Yes,2025-04-23,6. Onboarded,8,6,4,,US-REMOTE,US-REMOTE-GA,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,8,8,2,1,7,1,6,2,1,4,0,4,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970493,Technical Infrastructure,1550702,2025-04-21,2025-04-21,610,1,alextmartin,Singapore,Access Only,2025-04-23,2025-04-01,2025-04-24,LINESIGHT PTE LIMITED,LINESIGHT PTE LIMITED,NA,APAC,VOVO,null,null,2025-04-24,2025-05-08,2025-04-24,2025-04-23,FALSE,2025-04-24,Ganpati Group,Vendor,1,2025-04-24,2025-04-24,null,NO,null,bpoh|dannystupple|johnsammon|tdonahue|alexmj|btreynor|tkurian|sundar,bpoh,null,Yes,2025-04-24,6. Onboarded,3,3,1,,SG-REMOTE,SG-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,3,3,2,1,0,3,3,2,3,1,0,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969216,Technical Infrastructure,1556694,2025-04-17,2025-04-17,3PL,4,ismatullah,United States,Equipment and Access,2025-04-21,2025-04-01,2025-04-25,GXO LOGISTICS WORLDWIDE LLC,GXO LOGISTICS WORLDWIDE LLC,NA,NORTH AMERICA,Special Use,null,null,2025-04-18,2025-05-05,2025-04-21,2025-04-21,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-25,2025-04-18,null,NO,null,shawnymahoney|derrickedwards|davlopez|stewartbt|moniquepicou|btreynor|tkurian|sundar,shawnymahoney,null,Yes,2025-04-25,6. Onboarded,8,6,4,,US-IAD,US-IAD-SBP1A,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,8,8,4,4,3,1,6,2,1,4,0,4,1745910103306887,UA,Yes,No,No,No,No
G-CW-00964174,gCS,1178847,2025-04-08,2025-04-08,0L2,11,pravalikaaa,India,Access Only,2025-04-10,2025-04-01,2025-04-21,TELEDIRECT PTE LTD,TDCX,NA,APAC,GOVO,null,2025-04-12,2025-04-10,2025-05-05,2025-04-21,2025-04-10,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-10,null,NO,null,haritsachdeva|jacobfeldman|cmorgan|meghany|johnsullivan|selin|philipps|sundar,haritsachdeva,YES,Yes,2025-04-21,6. Onboarded,13,9,7,,IN-HYD,IN-HYD-FLX1,null,Vendor,No,FALSE,all_aboard,Saksham,1,13,13,2,1,11,2,9,2,2,7,0,7,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971026,YouTube,1558735,2025-04-22,2025-04-22,7CT,1,alexandrinas,Romania,Access Only,2025-04-23,2025-04-01,2025-04-23,GENPACT LIMITED,GENPACT INTERNATIONAL INC,NA,EMEA,VOVO,null,null,2025-04-23,2025-05-08,2025-04-24,2025-04-23,FALSE,2025-04-24,Ganpati Group,Vendor,1,2025-04-23,2025-04-23,null,NO,null,sharmilan|jaydeepmistry|veapen|vicheta|cwire|mecoe|nmohan|sundar,sharmilan,null,Yes,2025-04-23,6. Onboarded,1,1,1,,RO-REMOTE,RO-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,1,1,1,-1,1,1,1,1,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971741,REWS,1559181,2025-04-23,2025-04-23,67A,1,badge-1559181,India,Badge Only,2025-04-24,2025-04-01,null,G4S PLC,G4S PLC,Badge Only,APAC,GOVO,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-24,null,null,NO,null,vinodpandey|munishdhiman|ratnadeepj|jamesrotherham|markwrightson|chrisrackow|scottfoster|ruthporat|sundar,vinodpandey,null,Yes,2025-04-24,6. Onboarded,1,1,1,,IN-GUR,IN-GUR-SIGC,null,Vendor,No,FALSE,all_aboard,Saksham,1,1,1,1,null,null,null,1,1,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967676,gTech,1110214,2025-04-15,2025-04-15,16T,5,potlollaakash,India,Access Only,2025-04-17,2025-04-01,2025-04-22,TELEPERFORMANCE SE,TELEPERFORMANCE SE,NA,APAC,VOVO,null,2025-04-19,2025-04-17,2025-05-02,2025-04-18,2025-04-18,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-17,null,NO,null,anupamas|abhishekmenon|patchoa|saikatmitra|arijit|sauquet|philipps|sundar,anupamas,null,Yes,2025-04-22,6. Onboarded,7,5,3,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,7,7,2,1,5,2,5,2,2,3,1,2,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970316,REWS,1557795,2025-04-21,2025-04-21,Q13,1,badge-1557795,India,Badge Only,2025-04-22,2025-04-01,null,SODEXO,SODEXO,Badge Only,APAC,GOVO,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-22,null,null,NO,null,anitapadman|malcolmo|pcullen|giulia|scottfoster|ruthporat|sundar,anitapadman,null,Yes,2025-04-22,6. Onboarded,1,1,1,,IN-HYD,IN-HYD-SAR2,null,Vendor,No,FALSE,all_aboard,Saksham,1,1,1,1,null,null,null,1,1,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969026,YouTube,1556832,2025-04-17,2025-04-17,YT9,2,poonamallim,India,Access Only,2025-04-22,2025-04-01,2025-04-24,CONCENTRIX,CONCENTRIX CORPORATION,NA,APAC,GOVO,null,2025-04-24,2025-04-23,2025-05-07,2025-04-23,2025-04-22,FALSE,2025-04-24,Ganpati Group,Vendor,1,2025-04-24,2025-04-23,null,NO,null,jaydeepmistry|veapen|vicheta|cwire|mecoe|nmohan|sundar,jaydeepmistry,null,Yes,2025-04-24,6. Onboarded,7,5,2,,IN-BLR,IN-BLR-OPAL,null,Vendor,No,FALSE,all_aboard,Saksham,1,7,7,5,1,1,6,5,3,4,2,0,2,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969306,Platforms + Ecosystems,965249,2025-04-17,2025-04-17,860,1,bacalsoa,United States,Equipment and Access,2025-04-22,2025-04-01,2025-04-22,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,NORTH AMERICA,GOGO,2021-06-10,2021-06-14,2025-04-21,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-21,null,NO,null,igleaves|brookeolson|poorvag|shahrami|ssamat|ricko|sundar,igleaves,null,Yes,2025-04-22,6. Onboarded,5,3,1,,US-MTV,US-MTV-PR55,null,Vendor,Yes,FALSE,all_aboard,Non-Saksham,1,5,5,5,1,1,4,3,3,2,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967465,Finance,1555458,2025-04-15,2025-04-15,523,7,kuravatti,India,Equipment and Access,2025-04-16,2025-04-01,2025-04-23,LATENTVIEW ANALYTICS CORPORATION,LATENTVIEW ANALYTICS CORPORATION,NA,APAC,GOVO,null,null,2025-04-23,2025-05-01,2025-04-17,2025-04-16,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-23,null,NO,null,michalml|crisalamo|boband|athuener|aashkenazi|sundar,michalml,NO,Yes,2025-04-23,6. Onboarded,8,6,5,,IN-BLR,IN-BLR-PUCA,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,8,8,1,1,0,8,6,1,6,5,0,5,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969675,Technical Infrastructure,1557227,2025-04-18,2025-04-18,610,1,karissak,United States,Equipment and Access,2025-04-22,2025-04-01,2025-04-23,DIRECT LINE GLOBAL LLC,DIRECT LINE GLOBAL LLC,NA,NORTH AMERICA,Special Use,null,null,2025-04-21,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-21,null,NO,null,awigant|bbrumit|anureddy|allenware|alexmj|btreynor|tkurian|sundar,awigant,null,Yes,2025-04-23,6. Onboarded,5,3,1,,US-AST,US-AST-DAT2,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,5,5,4,1,2,3,3,2,1,1,1,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967668,gTech,1555131,2025-04-15,2025-04-15,16T,6,noonelad,India,Access Only,2025-04-16,2025-04-01,2025-04-22,TELEPERFORMANCE SE,TELEPERFORMANCE SE,NA,APAC,VOVO,null,null,2025-04-16,2025-05-01,2025-04-17,2025-04-17,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-16,null,NO,null,anupamas|abhishekmenon|patchoa|saikatmitra|arijit|sauquet|philipps|sundar,anupamas,YES,Yes,2025-04-22,6. Onboarded,7,5,4,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,7,7,1,1,6,1,5,1,1,4,1,3,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970117,gTech,1557491,2025-04-21,2025-04-21,6X0,1,junjayl,Philippines,Access Only,2025-04-22,2025-04-01,2025-04-22,TELUS,TELUS CORPORATION,NA,APAC,VOVO,null,2025-04-24,2025-04-21,2025-05-07,2025-04-23,2025-04-22,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-22,2025-04-21,null,NO,null,dannylu|kmcardle|wayneraven|suemorris|iloughran|sauquet|philipps|sundar,dannylu,null,Yes,2025-04-22,6. Onboarded,1,1,1,,PH-REMOTE,PH-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,1,1,1,-1,2,1,1,1,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971241,REWS,1558585,2025-04-22,2025-04-22,6L5,1,badge-1558585,India,Badge Only,2025-04-25,2025-04-01,null,JONES LANG LASALLE INC,JONES LANG LASALLE INCORPORATED,Badge Only,APAC,GOVO,null,null,null,2025-05-10,2025-04-26,null,FALSE,null,null,Vendor,1,2025-04-25,null,null,NO,null,rajasekhar|prateekseth|lavanyamk|giulia|scottfoster|ruthporat|sundar,rajasekhar,null,Yes,2025-04-25,6. Onboarded,3,3,1,,IN-BLR,IN-BLR-OPAL,null,Vendor,No,FALSE,all_aboard,Saksham,1,3,3,3,null,null,null,3,3,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969337,Global Communications & Public Affairs,1556744,2025-04-16,2025-04-17,335,3,maxluong,United States,Equipment and Access,2025-04-22,2025-04-01,2025-04-25,"MAGNIT, LLC","MAGNIT, LLC",N,NORTH AMERICA,GOGO,null,null,2025-04-25,2025-05-06,2025-04-22,2025-04-21,FALSE,2025-04-25,Ganpati Group,Temp,1,2025-04-25,2025-04-25,null,NO,null,gweakley|cdale|rshilkin|lorraine|sundar,gweakley,null,Yes,2025-04-25,6. Onboarded,9,6,3,,US-WAS,US-WAS-CAP,null,Payroll Temporary Staff Member,Yes,TRUE,all_aboard,Non-Saksham,1,9,9,6,1,0,9,6,3,7,3,0,3,1745910103306887,UA,Yes,No,No,No,No
G-CW-00965151,DeepMind,1552582,2025-04-09,2025-04-09,81L,11,danielachun,Brazil,Equipment and Access,2025-04-14,2025-04-01,2025-04-25,BUCK DESIGN LLC,BUCK DESIGN LLC,NA,LATAM,VOVO,null,null,2025-04-22,2025-05-06,2025-04-22,2025-04-14,FALSE,2025-04-25,Ganpati Group,Vendor,1,2025-04-25,2025-04-22,null,NO,null,ogillaizeau|lwunder|paulomel|jennybl|demishassabis|sundar,ogillaizeau,NO,Yes,2025-04-25,6. Onboarded,16,12,9,,BR-REMOTE,BR-REMOTE-GEN,null,Vendor,Yes,FALSE,all_aboard,Non-Saksham,1,16,16,5,1,3,13,12,3,9,9,0,9,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970274,gCS,1557910,2025-04-21,2025-04-21,0SI,1,srisaib,India,Access Only,2025-04-24,2025-04-01,2025-04-24,REGALIX INC,REGALIX INC,NA,APAC,GOVO,null,null,2025-04-22,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-25,Ganpati Group,Vendor,1,2025-04-24,2025-04-22,null,NO,null,rahulrsharma|grusche|melissanguyen|jnicoletti|selin|philipps|sundar,rahulrsharma,null,Yes,2025-04-24,6. Onboarded,3,3,1,,IN-HYD,IN-HYD-BLKE,null,Vendor,No,FALSE,all_aboard,Saksham,1,3,3,3,-1,3,1,3,3,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967898,Devices & Services,1555289,2025-04-15,2025-04-15,7TX,5,sarate,India,Access Only,2025-04-17,2025-04-01,2025-04-22,VIRTUSA CORPORATION,ETOUCH SYSTEMS CORP.,NA,APAC,GOVO,null,null,2025-04-17,2025-05-06,2025-04-22,2025-04-19,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-17,null,NO,null,vijaym|nniranjan|akrishnaswamy|kerz|byeo|seangc|ssamat|ricko|sundar,vijaym,YES,Yes,2025-04-22,6. Onboarded,7,5,3,,IN-HYD,IN-HYD-SAR2,null,Vendor,No,FALSE,all_aboard,Saksham,1,7,7,2,1,5,2,5,2,2,3,2,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00966068,GBO (w/o gTech & gCS),1265775,2025-03-11,2025-04-11,1U0,4,marcalexander,Germany,Equipment and Access,2025-04-18,2025-04-01,2025-04-22,NASH DIRECT GMBH,NASH DIRECT GMBH,N,EMEA,GOGO,2023-03-30,2023-04-13,2025-04-17,2025-05-03,2025-04-19,2025-04-19,FALSE,2025-04-21,Ganpati Group,Temp,1,2025-04-22,2025-04-17,null,NO,null,nlevchuk|slein|juliastern|pjustus|dkweinstein|philipps|sundar,nlevchuk,null,Yes,2025-04-22,6. Onboarded,42,7,2,,DE-BER,DE-BER-TSKY2,null,Regular Temporary Staff Member,Yes,TRUE,all_aboard,Non-Saksham,1,42,42,38,1,4,37,7,5,27,2,1,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967338,POps,1555087,2025-04-15,2025-04-15,6J3,6,shahidakhan,India,Access Only,2025-04-16,2025-04-01,2025-04-22,ACCENTURE PLC,ACCENTURE PLC,NA,APAC,VOVO,null,null,null,2025-05-01,2025-04-17,2025-04-17,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-22,null,null,NO,null,alexandraabed|vyomikasahni|richardpollin|vishalpathak|chartay|tomdewaele|fcicconi|sundar,alexandraabed,YES,Yes,2025-04-22,6. Onboarded,7,5,4,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,7,7,1,-1,null,null,5,1,null,4,1,3,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968163,YouTube,1556201,2025-04-15,2025-04-15,YT9,3,alnithianantha,Malaysia,Equipment and Access,2025-04-18,2025-04-01,2025-04-21,ACCENTURE PLC,ACCENTURE PLC,NA,APAC,GOVO,null,null,null,2025-05-05,2025-04-21,2025-04-20,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,null,null,NO,null,rranjana|manvig|veapen|vicheta|cwire|mecoe|nmohan|sundar,rranjana,null,Yes,2025-04-21,6. Onboarded,6,4,1,,MY-KUL,MY-KUL-WW,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,6,6,3,1,null,null,4,3,null,1,1,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968734,REWS,1318246,2025-04-16,2025-04-16,6L1,3,elizabethliu,United States,Equipment and Access,2025-04-18,2025-04-01,2025-04-21,JONES LANG LASALLE INC,JONES LANG LASALLE INCORPORATED,NA,NORTH AMERICA,GOGO,2023-09-01,2023-09-06,null,2025-05-02,2025-04-18,2025-04-18,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,null,null,NO,null,philiplopez|lgalvin|bridt|scottfoster|ruthporat|sundar,philiplopez,null,Yes,2025-04-21,6. Onboarded,5,3,1,,US-MTV,US-MTV-M800,null,Vendor,Yes,FALSE,all_aboard,Non-Saksham,1,5,5,2,1,null,null,3,2,null,1,0,1,1745910103306887,UA,Yes,No,No,No,No
